Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
0719.HK,0858.HK,0867.HK,0926.HK,0950.HK,1093.HK,1666.HK,1889.HK,2005.HK,2010.HK,2327.HK,2348.HK,3933.HK,8019.HK,8049.HK,8058.HK,8120.HK,8197.HK,8225.HK,8231.HK,0719.HK,0858.HK,0867.HK,0926.HK,0950.HK,1093.HK,1666.HK,1889.HK,2005.HK,2010.HK,2327.HK,2348.HK,3933.HK,8019.HK,8049.HK,8058.HK,8120.HK,8197.HK,8225.HK,8231.HK
0.7689292430877686,0.19699999690055847,,34.97842025756836,0.1688016653060913,0.6392138004302979,0.6550043821334839,,,,0.21436558663845062,0.08577404916286469,,185.7142791748047,0.13499465584754944,,419.1369323730469,,0.32114699482917786,,0.0,540000.0,,22416.0,0.0,2987520.0,612000.0,,,,317045.0,80000.0,,0.0,188000.0,,0.0,,0.0,
0.7579443454742432,0.2070000022649765,,35.243408203125,0.1688016653060913,0.6360178589820862,0.6550043821334839,,,,0.20815227925777435,0.08577404916286469,,185.7142791748047,0.13090389966964722,,419.1369323730469,,0.32114699482917786,,46800.0,250000.0,,31339.0,0.0,5687040.0,630000.0,,,,399477.0,0.0,,0.0,8000.0,,0.0,,0.0,
0.7579443454742432,0.20000000298023224,,34.97842025756836,0.1688016653060913,0.6264296770095825,0.656953752040863,,,,0.20815227925777435,0.08720362931489944,,185.7142791748047,0.13172206282615662,,490.4187316894531,,0.32114699482917786,,327600.0,1040000.0,,27347.0,0.0,7564800.0,918000.0,,,,0.0,8000.0,,0.0,8000.0,,0.0,,0.0,
0.7689292430877686,0.1979999989271164,,34.97842025756836,0.1688016653060913,0.6360178589820862,0.6608526110649109,,,,0.20815227925777435,0.08434446901082993,,185.7142791748047,0.13744910061359406,,484.7161865234375,,0.32114699482917786,,213200.0,710000.0,,15566.0,0.0,7633920.0,1464000.0,,,,0.0,0.0,,0.0,280000.0,,0.0,,0.0,
0.7579443454742432,0.19599999487400055,,34.448448181152344,0.1688016653060913,0.6232337951660156,0.6472066640853882,,,,0.2112589329481125,0.07576706260442734,,185.7142791748047,0.13908541202545166,,484.7161865234375,,0.30776599049568176,,78000.0,2780000.0,,62707.0,0.0,4750080.0,162000.0,,,,266318.0,280000.0,,0.0,88000.0,,0.0,,0.0,
0.7524521946907043,0.20499999821186066,,34.448448181152344,0.1688016653060913,0.6232337951660156,0.6550043821334839,,,,0.2050456553697586,0.07862622290849686,,185.7142791748047,0.13908541202545166,,484.7161865234375,,0.30776599049568176,,2600.0,3170000.0,,19365.0,0.0,2292480.0,222000.0,,,,234613.0,80000.0,,0.0,0.0,,0.0,,0.0,
0.7414671182632446,0.20499999821186066,,35.243408203125,0.1688016653060913,0.6296254992485046,0.668650209903717,,,,0.198831707239151,0.0814853385090828,,192.85714721679688,0.13908541202545166,,484.7161865234375,,0.30776599049568176,,291200.0,720000.0,,41391.0,0.0,1059840.0,9750000.0,,,,424840.0,112000.0,,42.0,244000.0,,0.0,,0.0,
0.7579443454742432,0.20499999821186066,,35.508399963378906,0.1688016653060913,0.6392138004302979,0.6822960376739502,,,,0.198831707239151,0.0814853385090828,,185.7142791748047,0.13499465584754944,,484.7161865234375,,0.30776599049568176,,119600.0,50000.0,,56026.0,1300000.0,3210240.0,822000.0,,,,0.0,0.0,,0.0,52000.0,,0.0,,0.0,
0.7579443454742432,0.20499999821186066,,36.30335998535156,0.16397874057292938,0.6328220367431641,0.6822960376739502,,,,0.2050456553697586,0.0814853385090828,,184.2857208251953,0.13499465584754944,,484.7161865234375,,0.30776599049568176,,140400.0,450000.0,,38434.0,2000000.0,2568960.0,906000.0,,,,126818.0,0.0,,0.0,8000.0,,0.0,,0.0,
