Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
0543.HK,0700.HK,0862.HK,8006.HK,8008.HK,8028.HK,8041.HK,8071.HK,8175.HK,8192.HK,0543.HK,0700.HK,0862.HK,8006.HK,8008.HK,8028.HK,8041.HK,8071.HK,8175.HK,8192.HK
,0.7566940784454346,0.10929600149393082,21.781930923461914,,0.7972639799118042,3.3975300788879395,,,,,46194827,952492,18675,,112434,0,,,
,0.7853257656097412,0.10539200156927109,21.781930923461914,,0.7684469819068909,3.3975300788879395,,,,,89439087,277191,20287,,3539,0,,,
,0.7689648866653442,0.1007080003619194,21.094079971313477,,0.7204189896583557,3.3975300788879395,,,,,52605804,140901,21849,,4164,0,,,
,0.7689648866653442,0.1007080003619194,21.094079971313477,,0.8548970222473145,3.3975300788879395,,,,,44572015,473940,34650,,24152,0,,,
,0.7689648866653442,0.1007080003619194,20.406230926513672,,0.8548970222473145,3.3975300788879395,,,,,40608274,500839,20212,,1873,0,,,
,0.7894155979156494,0.1007080003619194,20.406230926513672,,0.8548970222473145,3.3975300788879395,,,,,39116719,245936,36525,,0,0,,,
,0.7771448493003845,0.1007080003619194,20.406230926513672,,0.8548970222473145,3.3975300788879395,,,,,45023278,2561,9675,,0,0,,,
,0.7771448493003845,0.0975859984755516,20.17694664001465,,0.8548970222473145,3.3975300788879395,,,,,26359852,604594,11062,,0,0,,,
,0.7648739814758301,0.10148900002241135,20.17694664001465,,0.8548970222473145,3.3975300788879395,,,,,22275702,153710,10480,,0,0,,,
,0.7771448493003845,0.10148900002241135,19.947664260864258,,0.7684469819068909,3.3975300788879395,,,,,32103696,256184,13312,,9473,0,,,
,0.7771448493003845,0.10539200156927109,20.17694664001465,,0.8548970222473145,3.3975300788879395,,,,,20019385,140901,41700,,10410,0,,,
,0.7689648866653442,0.10539200156927109,21.3233642578125,,0.8068689703941345,3.3975300788879395,,,,,21478398,17932,25575,,40809,0,,,
,0.7648739814758301,0.10148900002241135,22.011215209960938,,0.7972639799118042,3.3975300788879395,,,,,18023413,53798,15375,,10410,0,,,
,0.7403331995010376,0.1007080003619194,20.635513305664062,,0.7972639799118042,3.3975300788879395,,,,,44339875,80441,19612,,0,0,,,
,0.7076106667518616,0.1007080003619194,20.635513305664062,,0.7972639799118042,3.3975300788879395,,,,,33991192,34584,12900,,159282,0,,,
,0.7280622124671936,0.09680499881505966,20.17694664001465,,0.6723909974098206,3.3975300788879395,,,,,42333055,518772,8475,,1041,0,,,
,0.7362422943115234,0.09680499881505966,20.17694664001465,,0.6723909974098206,3.3975300788879395,,,,,24304217,614841,10950,,0,0,,,
,0.7239713668823242,0.09446299821138382,20.17694664001465,,0.6339690089225769,3.3975300788879395,,,,,15121660,103754,14775,,832,0,,,
,0.7280622124671936,0.09836599975824356,20.864797592163086,,0.7204189896583557,3.3975300788879395,,,,,25486614,236970,85350,,6246,0,,,
,0.7403331995010376,0.09836599975824356,22.46978187561035,,0.7204189896583557,3.3975300788879395,,,,,26603925,2561,84900,,208,0,,,
,0.7444232106208801,0.09680499881505966,22.011215209960938,,0.7684469819068909,3.3975300788879395,,,,,19108181,64302,14625,,23944,0,,,
,0.7648739814758301,0.09680499881505966,20.864797592163086,,0.749235987663269,3.3975300788879395,,,,,27047595,504682,9787,,5205,0,,,
,0.7935057878494263,0.09992799907922745,22.928348541259766,,0.749235987663269,3.3975300788879395,,,,,58029642,377871,38925,,0,0,,,
,0.7853257656097412,0.10383100062608719,22.46978187561035,,0.749235987663269,3.3975300788879395,,,,,12099497,12809,13125,,48096,0,,,
,0.8180473446846008,0.09680499881505966,23.845483779907227,,0.7204189896583557,3.3975300788879395,,,,,83657276,29461,89775,,7079,0,,,
,0.8098664879798889,0.0975859984755516,23.386917114257812,,0.6723909974098206,3.3975300788879395,,,,,18728512,89664,37237,,1041,0,,,
,0.7894155979156494,0.0975859984755516,22.928348541259766,,0.7396299839019775,3.3975300788879395,,,,,32423703,0,14062,,3123,0,,,
,0.8180473446846008,0.0975859984755516,22.928348541259766,,0.6723909974098206,3.3975300788879395,,,,,36128184,91457,13687,,2914,0,,,
,0.8016865253448486,0.10148900002241135,24.30405044555664,,0.6723909974098206,3.3975300788879395,,,,,23365893,3860539,42675,,3123,0,,,
,0.7935057878494263,0.10539200156927109,22.928348541259766,,0.6819970011711121,3.3975300788879395,,,,,10154238,3742848,27000,,23527,0,,,
,0.8016865253448486,0.10773500055074692,23.845483779907227,,0.6819970011711121,3.3975300788879395,,,,,12467787,2282599,76500,,4403,0,,,
,0.8057765960693359,0.10929600149393082,23.386917114257812,,0.7108129858970642,3.3975300788879395,,,,,6145208,1535823,14700,,35812,0,,,
,0.8753106594085693,0.10929600149393082,25.22118377685547,,0.7300249934196472,3.3975300788879395,,,,,226282519,4556232,137362,,135337,0,,,
,0.8589499592781067,0.11085700243711472,24.30405044555664,,0.7300249934196472,3.3975300788879395,,,,,30820416,2354587,56437,,2082,0,,,
,0.85076904296875,0.10305000096559525,24.30405044555664,,0.6916019916534424,3.3975300788879395,,,,,51298659,195980,18337,,2082,0,,,
,0.8425890803337097,0.09836599975824356,23.845483779907227,,0.6723909974098206,3.3975300788879395,,,,,14318932,64302,18262,,10618,0,,,
,0.8671298623085022,0.10226999968290329,23.386917114257812,,0.6243630051612854,3.3975300788879395,,,,,15306070,135521,35437,,32897,0,,,
